hex_id,collision_date,collision_year,collision_month,collision_dayofweek,collision_hour,accident_count,ttv_split,geometry,node_street_count,node_crossing,node_give_way,node_milestone,node_mini_roundabout,node_motorway_junction,node_stop,node_traffic_signals,node_traffic_signals;crossing,node_trailhead,node_turning_circle,node_turning_loop,hex_neighbors_0_ids,hex_neighbors_1_ids_x,hex_neighbors_2_ids_x,neighbor_1_node_street_count,neighbor_1_node_crossing,neighbor_1_node_give_way,neighbor_1_node_milestone,neighbor_1_node_mini_roundabout,neighbor_1_node_motorway_junction,neighbor_1_node_stop,neighbor_1_node_traffic_signals,neighbor_1_node_trailhead,neighbor_1_node_turning_circle,neighbor_1_node_turning_loop,neighbor_1_count,neighbor_2_node_street_count,neighbor_2_node_crossing,neighbor_2_node_give_way,neighbor_2_node_milestone,neighbor_2_node_mini_roundabout,neighbor_2_node_motorway_junction,neighbor_2_node_stop,neighbor_2_node_traffic_signals,neighbor_2_node_trailhead,neighbor_2_node_turning_circle,neighbor_2_node_turning_loop,neighbor_2_count,neighbor_1_node_street_count_ave,neighbor_1_node_crossing_ave,neighbor_1_node_give_way_ave,neighbor_1_node_milestone_ave,neighbor_1_node_mini_roundabout_ave,neighbor_1_node_motorway_junction_ave,neighbor_1_node_stop_ave,neighbor_1_node_traffic_signals_ave,neighbor_1_node_trailhead_ave,neighbor_1_node_turning_circle_ave,neighbor_1_node_turning_loop_ave,neighbor_2_node_street_count_ave,neighbor_2_node_crossing_ave,neighbor_2_node_give_way_ave,neighbor_2_node_milestone_ave,neighbor_2_node_mini_roundabout_ave,neighbor_2_node_motorway_junction_ave,neighbor_2_node_stop_ave,neighbor_2_node_traffic_signals_ave,neighbor_2_node_trailhead_ave,neighbor_2_node_turning_circle_ave,neighbor_2_node_turning_loop_ave,CITY_NAME,CITY_TYPE,CITY_LABEL,FEAT_TYPE,DISTRICT,edge_speed_kph_max,edge_speek_kph_min,edge_lanes_max,edge_lanes_min,edge_motorway_id,edge_motorway_link_id,edge_living_street_id,edge_bridge_id,edge_oneway_id,edge_tunnel_id,valid_accident_location_filter,collisions_neighbor_0_2014,collisions_neighbor_0_2015,collisions_neighbor_0_2016,collisions_neighbor_0_2017,collisions_neighbor_0_2018,collisions_neighbor_0_2019,collisions_neighbor_0_2020,collisions_neighbor_1_2014,collisions_neighbor_1_2015,collisions_neighbor_1_2016,collisions_neighbor_1_2017,collisions_neighbor_1_2018,collisions_neighbor_1_2019,collisions_neighbor_1_2020,collisions_neighbor_2_2014,collisions_neighbor_2_2015,collisions_neighbor_2_2016,collisions_neighbor_2_2017,collisions_neighbor_2_2018,collisions_neighbor_2_2019,collisions_neighbor_2_2020,hex_neighbors_1_ids_y,hex_neighbors_2_ids_y,curr_yr_coll_cnt,prev1_yr_coll_cnt,prev2_yr_coll_cnt,prev1_yr_coll_neighbor1,prev1_yr_coll_neighbor1_ave,prev1_yr_coll_neighbor2,prev1_yr_coll_neighbor2_ave,prev2_yr_coll_neighbor1,prev2_yr_coll_neighbor1_ave,prev2_yr_coll_neighbor2,prev2_yr_coll_neighbor2_ave,station,name,date,awnd,prcp,tavg,tmax,tmin,wdf2,amenities_restaurant_cnt,amenities_school_cnt,amenities_bar_cnt,amenities_college_cnt
882912484dfffff,2017-05-28,2017,5,6,15,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,2.0,1.0,4.0,0.5714285714285714,4.0,0.2105263157894736,1.0,0.1428571428571428,2.0,0.1052631578947368,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-05-28,8.95,0.0,63,69.0,58.0,260.0,,,,
882912484dfffff,2017-06-11,2017,6,6,11,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,2.0,1.0,4.0,0.5714285714285714,4.0,0.2105263157894736,1.0,0.1428571428571428,2.0,0.1052631578947368,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-11,10.51,0.0,64,69.0,60.0,280.0,,,,
882912484dfffff,2017-10-10,2017,10,1,14,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,2.0,1.0,4.0,0.5714285714285714,4.0,0.2105263157894736,1.0,0.1428571428571428,2.0,0.1052631578947368,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-10,7.16,0.0,69,78.0,60.0,260.0,,,,
882912484dfffff,2018-07-26,2018,7,3,11,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",1.0,3.0,2.0,5.0,0.7142857142857143,5.0,0.2631578947368421,4.0,0.5714285714285714,4.0,0.2105263157894736,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2018-07-26,7.38,0.0,73,81.0,70.0,270.0,,,,
882912484dfffff,2019-03-24,2019,3,6,18,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,1.0,3.0,4.0,0.5714285714285714,5.0,0.2631578947368421,5.0,0.7142857142857143,5.0,0.2631578947368421,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-03-24,6.71,0.0,59,66.0,51.0,270.0,,,,
882912484dfffff,2019-07-07,2019,7,6,18,1,Validate,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,1.0,3.0,4.0,0.5714285714285714,5.0,0.2631578947368421,5.0,0.7142857142857143,5.0,0.2631578947368421,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-07,7.38,0.0,66,72.0,64.0,250.0,,,,
882912484dfffff,2019-07-17,2019,7,2,14,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,1.0,3.0,4.0,0.5714285714285714,5.0,0.2631578947368421,5.0,0.7142857142857143,5.0,0.2631578947368421,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-17,8.05,0.0,68,74.0,64.0,260.0,,,,
882912484dfffff,2020-01-15,2020,1,2,5,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,3.0,1.0,5.0,0.7142857142857143,5.0,0.2631578947368421,4.0,0.5714285714285714,5.0,0.2631578947368421,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2020-01-15,5.14,0.0,55,64.0,47.0,270.0,,,,
882912484dfffff,2020-07-25,2020,7,5,14,1,Test,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,3.0,1.0,5.0,0.7142857142857143,5.0,0.2631578947368421,4.0,0.5714285714285714,5.0,0.2631578947368421,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2020-07-25,7.61,0.0,66,72.0,61.0,260.0,,,,
882912484dfffff,2020-12-21,2020,12,0,17,1,Train,"POLYGON ((-13240209.339948406 4034381.9980194676, -13240854.344068874 4034573.4609822943, -13240996.062177677 4035233.65913938, -13240492.73550901 4035702.4332467867, -13239847.676835256 4035510.9547955496, -13239705.99938802 4034850.7177289836, -13240209.339948406 4034381.9980194676))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['882912484dfffff'],"['8829124b13fffff', '882912484dfffff', '8829124841fffff', '8829124a27fffff', '8829124b1bfffff', '8829124849fffff', '8829124845fffff']","['8829124a35fffff', '8829124841fffff', '8829124b1bfffff', '8829124869fffff', '8829124b11fffff', '8829124849fffff', '8829124b19fffff', '8829124b13fffff', '882912484bfffff', '8829124a21fffff', '8829124843fffff', '8829124a23fffff', '882912486bfffff', '8829124a25fffff', '8829124b17fffff', '8829124847fffff', '882912484dfffff', '8829124a27fffff', '8829124845fffff']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,88.5,49.4,5.0,4.0,False,False,False,True,False,False,True,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,5.0,6.0,"['882912484dfffff', '8829124b1bfffff', '8829124a27fffff', '8829124845fffff', '8829124b13fffff', '8829124849fffff', '8829124841fffff']","['8829124a27fffff', '8829124a23fffff', '8829124a35fffff', '882912486bfffff', '8829124b19fffff', '8829124847fffff', '8829124a21fffff', '8829124b1bfffff', '8829124a25fffff', '8829124b11fffff', '8829124b17fffff', '882912484bfffff', '8829124843fffff', '8829124849fffff', '8829124b13fffff', '8829124841fffff', '8829124869fffff', '882912484dfffff', '8829124845fffff']",3.0,3.0,1.0,5.0,0.7142857142857143,5.0,0.2631578947368421,4.0,0.5714285714285714,5.0,0.2631578947368421,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2020-12-21,6.04,0.0,63,80.0,53.0,270.0,,,,
